# New data format
D02 11
beam = ppb
ecm = 1960
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
66.0  116.0  0.0  6.0   1.100  0.0001  2.2000  3.780E+02  1.966E+01   0.59747  1.00   4.00   4.15 
66.0  116.0  0.0  6.0   4.000  2.2000  5.8000  5.776E+02  1.619E+01   1.19624  1.00   4.00   3.89 
66.0  116.0  0.0  6.0   6.200  5.8000  6.8000  4.554E+02  1.283E+01   1.32540  1.00   4.00   3.16 
66.0  116.0  0.0  6.0   8.700  6.8000  9.6000  3.198E+02  1.024E+01   1.39965  1.00   4.00   2.66 
66.0  116.0  0.0  6.0  11.300  9.6000  13.000  2.280E+02  8.150E+00   1.44181  1.00   4.00   2.43 
66.0  116.0  0.0  6.0  13.700  13.000  14.400  1.785E+02  6.642E+00   1.46445  1.00   4.00   2.10 
66.0  116.0  0.0  6.0  16.200  14.400  18.000  1.354E+02  5.627E+00   1.47840  1.00   4.00   1.99 
66.0  116.0  0.0  6.0  18.700  18.000  19.400  1.036E+02  5.094E+00   1.48621  1.00   4.00   1.77 
