# New data format
E288200 12
beam = pCu
ecm = 19.4
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
4.000   5.000  0.4  0.4  0.100  0.0001  0.2000  6.290E+00  3.200E-01   1.87483  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.300  0.2000  0.4000  5.880E+00  2.400E-01   2.35216  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.500  0.4000  0.6000  4.750E+00  2.300E-01   2.43861  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.700  0.6000  0.8000  3.690E+00  2.200E-01   2.45082  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.900  0.8000  1.0000  2.930E+00  2.200E-01   2.44083  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  1.100  1.0000  1.2000  1.680E+00  1.600E-01   2.42443  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  1.300  1.2000  1.4000  1.260E+00  1.400E-01   2.40823  1.00  25.00  16.5 0.00 0.00 0.00 
5.000   6.000  0.4  0.4  0.100  0.0001  0.2000  1.630E+00  1.100E-01   1.98729  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.300  0.2000  0.4000  1.440E+00  8.000E-02   2.45140  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.500  0.4000  0.6000  1.190E+00  7.000E-02   2.53982  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.700  0.6000  0.8000  1.040E+00  7.000E-02   2.55845  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.900  0.8000  1.0000  6.010E-01  5.100E-02   2.55544  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  1.100  1.0000  1.2000  4.410E-01  4.300E-02   2.54569  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  1.300  1.2000  1.4000  2.480E-01  3.000E-02   2.53524  1.00  25.00  0.00 22.0 0.00 0.00  
6.000   7.000  0.4  0.4  0.100  0.0001  0.2000  3.990E-01  4.300E-02   2.12295  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.300  0.2000  0.4000  3.420E-01  2.500E-02   2.56771  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.500  0.4000  0.6000  3.330E-01  2.200E-02   2.65563  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.700  0.6000  0.8000  2.550E-01  2.000E-02   2.67938  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.900  0.8000  1.0000  1.810E-01  1.700E-02   2.68202  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  1.100  1.0000  1.2000  1.300E-01  1.400E-02   2.67840  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  1.300  1.2000  1.4000  7.300E-02  1.100E-02   2.67403  1.00  25.00  0.00 0.00 25.0 0.00  
7.000   8.000  0.4  0.4  0.100  0.0001  0.2000  9.450E-02  1.880E-02   2.27347  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.300  0.2000  0.4000  9.010E-02  1.110E-02   2.69792  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.500  0.4000  0.6000  7.020E-02  8.400E-03   2.78513  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.700  0.6000  0.8000  5.220E-02  6.900E-03   2.81241  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.900  0.8000  1.0000  4.110E-02  6.100E-03   2.82105  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  1.100  1.0000  1.2000  2.970E-02  5.400E-03   2.82397  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  1.300  1.2000  1.4000  1.640E-02  3.800E-03   2.82657  1.00  25.00  0.00 0.00 0.00 26.0  
