# New data format
E288300 13
beam = pCu
ecm = 23.8
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
 4.000   5.000  0.21  0.21  0.100  0.0001  0.2000  9.160E+00  4.200E-01   1.60043  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  0.300  0.2000  0.4000  7.650E+00  3.000E-01   2.14354  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  0.500  0.4000  0.6000  6.610E+00  3.000E-01   2.25299  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  0.700  0.6000  0.8000  5.580E+00  3.000E-01   2.27679  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  0.900  0.8000  1.0000  3.910E+00  2.700E-01   2.27191  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  1.100  1.0000  1.2000  2.730E+00  2.300E-01   2.25680  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 4.000   5.000  0.21  0.21  1.300  1.2000  1.4000  1.850E+00  2.000E-01   2.23907  1.00  25.00   13.0 0.00 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  0.100  0.0001  0.2000  2.570E+00  1.600E-01   1.67313  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  0.300  0.2000  0.4000  2.300E+00  1.000E-01   2.20383  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  0.500  0.4000  0.6000  2.070E+00  1.000E-01   2.31580  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  0.700  0.6000  0.8000  1.820E+00  1.100E-01   2.34630  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  0.900  0.8000  1.0000  1.130E+00  8.000E-02   2.34775  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  1.100  1.0000  1.2000  8.720E-01  7.300E-02   2.33820  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 5.000   6.000  0.21  0.21  1.300  1.2000  1.4000  6.350E-01  6.100E-02   2.32486  1.00  25.00   0.00 17.0 0.00 0.00 0.00 
 6.000   7.000  0.21  0.21  0.100  0.0001  0.2000  8.490E-01  7.000E-02   1.75487  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  0.300  0.2000  0.4000  7.830E-01  4.300E-02   2.27225  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  0.500  0.4000  0.6000  6.550E-01  3.500E-02   2.38606  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  0.700  0.6000  0.8000  5.400E-01  3.300E-02   2.42055  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  0.900  0.8000  1.0000  4.140E-01  3.000E-02   2.42722  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  1.100  1.0000  1.2000  2.860E-01  2.400E-02   2.42238  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 6.000   7.000  0.21  0.21  1.300  1.2000  1.4000  1.870E-01  1.900E-02   2.41335  1.00  25.00   0.00 0.00 22.0 0.00 0.00 
 7.000   8.000  0.21  0.21  0.100  0.0001  0.2000  2.860E-01  3.900E-02   1.83854  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  0.300  0.2000  0.4000  2.530E-01  2.200E-02   2.34438  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  0.500  0.4000  0.6000  2.370E-01  1.900E-02   2.45951  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  0.700  0.6000  0.8000  1.970E-01  1.600E-02   2.49733  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  0.900  0.8000  1.0000  1.450E-01  1.400E-02   2.50897  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  1.100  1.0000  1.2000  1.100E-01  1.200E-02   2.50878  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
 7.000   8.000  0.21  0.21  1.300  1.2000  1.4000  7.810E-02  9.800E-03   2.50425  1.00  25.00   0.00 0.00 0.00 27.0 0.00 
11.000  12.000  0.21  0.21  0.100  0.0001  0.2000  2.710E-03  2.720E-03   2.24041  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  0.300  0.2000  0.4000  7.900E-04  7.900E-04   2.71245  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  0.500  0.4000  0.6000  1.010E-03  7.200E-04   2.83509  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  0.700  0.6000  0.8000  1.000E-03  5.800E-04   2.88832  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  0.900  0.8000  1.0000  6.800E-04  4.800E-04   2.91761  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  1.100  1.0000  1.2000  1.180E-03  6.000E-04   2.93770  1.00  25.00   0.00 0.00 0.00 0.00 40.0 
11.000  12.000  0.21  0.21  1.300  1.2000  1.4000  2.600E-04  2.600E-04   2.95369  1.00  25.00   0.00 0.00 0.00 0.00 40.0 

