# New data format
CDF1 4
beam = ppb
ecm = 1800
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
66.0  116.0  0.0 6.0   0.250  0.0001  0.5000  9.950E+01  1.600E+01   -0.4569  1.00  4.00  4.17
66.0  116.0  0.0 6.0   0.750  0.5000  1.0000  3.000E+02  3.000E+01   0.38731  1.00  4.00  4.14
66.0  116.0  0.0 6.0   1.250  1.0000  1.5000  4.400E+02  3.600E+01   0.69848  1.00  4.00  4.14
66.0  116.0  0.0 6.0   1.750  1.5000  2.0000  5.760E+02  4.200E+01   0.87535  1.00  4.00  4.03
66.0  116.0  0.0 6.0   2.250  2.0000  2.5000  6.000E+02  4.200E+01   0.99293  1.00  4.00  4.03
66.0  116.0  0.0 6.0   2.750  2.5000  3.0000  7.010E+02  4.500E+01   1.07794  1.00  4.00  3.95
66.0  116.0  0.0 6.0   3.250  3.0000  3.5000  7.010E+02  4.200E+01   1.14270  1.00  4.00  3.82
66.0  116.0  0.0 6.0   3.750  3.5000  4.0000  6.830E+02  4.200E+01   1.19383  1.00  4.00  3.67
66.0  116.0  0.0 6.0   4.250  4.0000  4.5000  5.910E+02  3.900E+01   1.23528  1.00  4.00  3.65
66.0  116.0  0.0 6.0   4.750  4.5000  5.0000  5.730E+02  3.600E+01   1.26956  1.00  4.00  3.37
66.0  116.0  0.0 6.0   5.250  5.0000  5.5000  5.320E+02  3.600E+01   1.29835  1.00  4.00  3.42
66.0  116.0  0.0 6.0   5.750  5.5000  6.0000  5.350E+02  3.600E+01   1.32280  1.00  4.00  3.15
66.0  116.0  0.0 6.0   6.250  6.0000  6.5000  4.340E+02  3.000E+01   1.34383  1.00  4.00  3.15
66.0  116.0  0.0 6.0   6.750  6.5000  7.0000  4.310E+02  3.000E+01   1.36202  1.00  4.00  2.89
66.0  116.0  0.0 6.0   7.250  7.0000  7.5000  4.010E+02  3.000E+01   1.37789  1.00  4.00  2.91
66.0  116.0  0.0 6.0   7.750  7.5000  8.0000  4.070E+02  3.000E+01   1.39180  1.00  4.00  2.82
66.0  116.0  0.0 6.0   8.250  8.0000  8.5000  3.540E+02  2.700E+01   1.40407  1.00  4.00  2.71
66.0  116.0  0.0 6.0   8.750  8.5000  9.0000  3.090E+02  2.700E+01   1.41490  1.00  4.00  2.69
66.0  116.0  0.0 6.0   9.250  9.0000  9.5000  3.300E+02  2.700E+01   1.42455  1.00  4.00  2.58
66.0  116.0  0.0 6.0   9.750  9.5000  10.000  2.840E+02  2.400E+01   1.43311  1.00  4.00  2.51
66.0  116.0  0.0 6.0  10.250  10.000  10.500  2.481E+02  2.258E+01   1.44076  1.00  4.00  2.54
66.0  116.0  0.0 6.0  10.750  10.500  11.000  2.323E+02  2.198E+01   1.44759  1.00  4.00  2.49
66.0  116.0  0.0 6.0  11.250  11.000  11.500  2.430E+02  2.258E+01   1.45372  1.00  4.00  2.41
66.0  116.0  0.0 6.0  11.750  11.500  12.000  2.222E+02  2.139E+01   1.45919  1.00  4.00  2.27
66.0  116.0  0.0 6.0  12.500  12.000  13.000  2.142E+02  1.575E+01   1.46635  1.00  4.00  2.38
66.0  116.0  0.0 6.0  13.500  13.000  14.000  1.797E+02  1.396E+01   1.47425  1.00  4.00  2.20
66.0  116.0  0.0 6.0  14.500  14.000  15.000  1.405E+02  1.218E+01   1.48056  1.00  4.00  2.06
66.0  116.0  0.0 6.0  15.500  15.000  16.000  1.548E+02  1.307E+01   1.48557  1.00  4.00  2.06
66.0  116.0  0.0 6.0  16.500  16.000  17.000  1.325E+02  1.188E+01   1.48952  1.00  4.00  1.96
66.0  116.0  0.0 6.0  17.500  17.000  18.000  1.272E+02  1.159E+01   1.49257  1.00  4.00  1.88
66.0  116.0  0.0 6.0  18.500  18.000  19.000  1.043E+02  1.040E+01   1.49488  1.00  4.00  1.84
66.0  116.0  0.0 6.0  19.500  19.000  20.000  8.942E+01  9.804E+00   1.49655  1.00  4.00  1.78
