# New data format
E288400 14
beam = pCu
ecm = 27.4
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
 5.000   6.000  0.03  0.03  0.100  0.0001  0.2000  2.880E+00  1.200E-01   1.50489  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  0.300  0.2000  0.4000  2.760E+00  8.000E-02   2.07412  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  0.500  0.4000  0.6000  2.300E+00  7.000E-02   2.20157  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  0.700  0.6000  0.8000  2.080E+00  7.000E-02   2.23979  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  0.900  0.8000  1.0000  1.480E+00  6.000E-02   2.24639  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  1.100  1.0000  1.2000  1.180E+00  6.000E-02   2.23907  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 5.000   6.000  0.03  0.03  1.300  1.2000  1.4000  8.170E-01  4.800E-02   2.22635  1.00  25.00  13.5 0.00 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  0.100  0.0001  0.2000  1.040E+00  3.000E-02   1.56976  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  0.300  0.2000  0.4000  9.660E-01  1.800E-02   2.12575  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  0.500  0.4000  0.6000  8.940E-01  1.600E-02   2.25525  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  0.700  0.6000  0.8000  7.070E-01  1.400E-02   2.29727  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  0.900  0.8000  1.0000  5.940E-01  1.400E-02   2.30827  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  1.100  1.0000  1.2000  4.400E-01  1.200E-02   2.30523  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 6.000   7.000  0.03  0.03  1.300  1.2000  1.4000  3.300E-01  1.100E-02   2.29605  1.00  25.00  0.00 17.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  0.100  0.0001  0.2000  3.820E-01  1.600E-02   1.63415  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  0.300  0.2000  0.4000  3.540E-01  9.000E-03   2.17918  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  0.500  0.4000  0.6000  3.280E-01  8.000E-03   2.30984  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  0.700  0.6000  0.8000  2.800E-01  7.000E-03   2.35511  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  0.900  0.8000  1.0000  2.210E-01  7.000E-03   2.36944  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  1.100  1.0000  1.2000  1.700E-01  6.000E-03   2.37081  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
 7.000   8.000  0.03  0.03  1.300  1.2000  1.4000  1.250E-01  5.000E-03   2.36527  1.00  25.00  0.00 0.00 20.0 0.00 0.00 0.00
11.000  12.000  0.03  0.03  0.100  0.0001  0.2000  9.930E-03  2.140E-03   1.90933  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  0.300  0.2000  0.4000  6.990E-03  9.700E-04   2.42872  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  0.500  0.4000  0.6000  7.530E-03  8.600E-04   2.56539  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  0.700  0.6000  0.8000  5.090E-03  6.000E-04   2.62352  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  0.900  0.8000  1.0000  3.770E-03  4.700E-04   2.65202  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  1.100  1.0000  1.2000  3.340E-03  4.300E-04   2.66757  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
11.000  12.000  0.03  0.03  1.300  1.2000  1.4000  2.890E-03  4.000E-04   2.67761  1.00  25.00  0.00 0.00 0.00 25.0 0.00 0.00
12.000  13.000  0.03  0.03  0.100  0.0001  0.2000  2.250E-03  8.500E-04   1.98695  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  0.300  0.2000  0.4000  2.590E-03  5.400E-04   2.50426  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  0.500  0.4000  0.6000  1.570E-03  3.500E-04   2.64398  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  0.700  0.6000  0.8000  2.070E-03  3.400E-04   2.70574  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  0.900  0.8000  1.0000  1.540E-03  2.700E-04   2.73866  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  1.100  1.0000  1.2000  1.290E-03  2.400E-04   2.75842  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
12.000  13.000  0.03  0.03  1.300  1.2000  1.4000  9.700E-04  2.000E-04   2.77261  1.00  25.00  0.00 0.00 0.00 0.00 25.0 0.00
13.000  14.000  0.03  0.03  0.100  0.0001  0.2000  8.700E-04  5.100E-04   2.07110  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  0.300  0.2000  0.4000  5.700E-04  2.300E-04   2.58808  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  0.500  0.4000  0.6000  6.200E-04  2.000E-04   2.73173  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  0.700  0.6000  0.8000  8.500E-04  2.100E-04   2.79792  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  0.900  0.8000  1.0000  3.800E-04  1.300E-04   2.83545  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  1.100  1.0000  1.2000  3.500E-04  1.100E-04   2.85971  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
13.000  14.000  0.03  0.03  1.300  1.2000  1.4000  2.900E-04  1.000E-04   2.87814  1.00  25.00  0.00 0.00 0.00 0.00 0.00 30.0
